"Nr okrÍgu";"Nr listy";"Pozycja na liúcie";"Nazwisko i imiona";"Nazwa komitetu";"P≥eÊ";"ZawÛd";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"PrzynaleønoúÊ do partii";"Poparcie";"Liczba g≥osÛw";"Procent g≥osÛw oddanych na listÍ";"Procent g≥osÛw oddanych w okrÍgu";"Czy przyznano mandat"
13;2;20;"Marian APOSTO£";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"prawnik";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";1417;"1,11";"0,19";"Nie"
13;2;21;"Ewa Joanna RAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"pracownik socjalny";"Czermna";"121616";"gm. Szerzyny";"nie naleøy do partii politycznej";"popierana przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";763;"0,60";"0,10";"Nie"
13;2;22;"Bart≥omiej Pawe≥ SZWED";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"nauczyciel";"Skawina";"120611";"gm. Skawina";"nie naleøy do partii politycznej";"";1171;"0,92";"0,15";"Nie"
13;2;23;"Katarzyna Agnieszka £ATAå";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"przedsiÍbiorczyni";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"popierana przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";470;"0,37";"0,06";"Nie"
13;2;24;"Rafa≥ WIåNIEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"przedsiÍbiorca";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";625;"0,49";"0,08";"Nie"
13;2;25;"Renata Barbara KACZMARSKA-DREWNIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"florystka";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"popierana przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";400;"0,31";"0,05";"Nie"
13;2;26;"Wies≥awa ZBOROCH";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"technik ekonomista";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";215;"0,17";"0,03";"Nie"
13;2;27;"Monika Eløbieta WALAS";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";712;"0,56";"0,09";"Nie"
13;2;28;"Marta Eløbieta PATENA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"matematyk";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";2463;"1,93";"0,33";"Nie"
13;3;1;"Maciej Roman GDULA";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"socjolog";"Warszawa";"146510";"årÛdmieúcie";"cz≥onek partii politycznej: Nowa Lewica";"";16308;"19,50";"2,15";"Nie"
13;3;2;"Daria Iwona GOSEK-POPIO£EK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kierowniczka domu kultury";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Lewica Razem";"";39054;"46,70";"5,16";"Tak"
13;3;3;"Jan ORKISZ";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"inøynier mechanik, maszyny i urzπdzenia przemys≥owe";"Olkusz";"121205";"gm. Olkusz";"cz≥onek partii politycznej: Unia Pracy";"";3740;"4,47";"0,49";"Nie"
13;3;4;"Magdalena Bronis≥awa KUBA—SKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"ksiÍgowa";"Bukowno";"121201";"m. Bukowno";"cz≥onek partii politycznej: Nowa Lewica";"";2756;"3,30";"0,36";"Nie"
13;3;5;"Aleksandra Katarzyna OWCA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"radca prawny";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Lewica Razem";"";5595;"6,69";"0,74";"Nie"
13;3;6;"Grzegorz £ukasz GARBOLI—SKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"specjalista do spraw stosunkÛw miÍdzynarodowych";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";979;"1,17";"0,13";"Nie"
13;3;7;"Piotr PLEBA—CZYK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"politolog";"Uúcie Solne";"120207";"gm. Szczurowa";"cz≥onek partii politycznej: Nowa Lewica";"";636;"0,76";"0,08";"Nie"
13;3;8;"Joanna Ewa HA—DEREK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczyciel akademicki - nauki humanistyczne";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";2238;"2,68";"0,30";"Nie"
13;3;9;"Monika Iwona FRENKIEL";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dziennikarz";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";903;"1,08";"0,12";"Nie"
13;3;10;"Magdalena DROPEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"dziennikarz";"Øywiec";"241701";"m. Øywiec";"cz≥onek partii politycznej: Nowa Lewica";"";1799;"2,15";"0,24";"Nie"
13;3;11;"Anna Agnieszka PRZEW£OCKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"kapitan øeglugi úrÛdlπdowej";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";680;"0,81";"0,09";"Nie"
13;3;12;"Ewa OWERCZUK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"asystentka prawna";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Lewica Razem";"";646;"0,77";"0,09";"Nie"
13;3;13;"Camill Michael TREPKA";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"socjolog";"Warszawa";"146510";"årÛdmieúcie";"cz≥onek partii politycznej: Nowa Lewica";"";255;"0,30";"0,03";"Nie"
13;3;14;"Joanna Ma≥gorzata GRZYMA£A-MOSZCZY—SKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka akademicka - nauki spo≥eczne";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Lewica Razem";"";970;"1,16";"0,13";"Nie"
13;3;15;"Klaudia Anna CHMIELOWIEC";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"socjolog";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";671;"0,80";"0,09";"Nie"
13;3;16;"Daniel TUCHOWSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"prawnik";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";507;"0,61";"0,07";"Nie"
13;3;17;"Izabela Paulina PATYKOWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"opiekunka dzieciÍca";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";423;"0,51";"0,06";"Nie"
13;3;18;"Witold Aleksander WOèNIAK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"nauczyciel osÛb z niepe≥nosprawnoúciπ intelektualnπ (oligofrenopedagog)";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";339;"0,41";"0,04";"Nie"
13;3;19;"Marcin GALENT";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"nauczyciel akademicki - nauki spo≥eczne";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Lewica Razem";"";514;"0,61";"0,07";"Nie"
13;3;20;"£ukasz Stanis≥aw SZANTULA";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"student - bez zawodu";"Mielec";"181101";"m. Mielec";"cz≥onek partii politycznej: Nowa Lewica";"";156;"0,19";"0,02";"Nie"
13;3;21;"Julia Ewa KUBA∆";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"inøynier ogrodnictwa";"Zabawa";"121905";"gm. Wieliczka";"cz≥onek partii politycznej: Nowa Lewica";"";425;"0,51";"0,06";"Nie"
13;3;22;"Kamila DUDKIEWICZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw zarzπdzania";"Goszcza";"120605";"gm. KocmyrzÛw-Luborzyca";"cz≥onek partii politycznej: Lewica Razem";"";482;"0,58";"0,06";"Nie"
13;3;23;"Konrad Krzysztof KANTOR";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"pracownik biurowy";"Wolbrom";"121207";"gm. Wolbrom";"cz≥onek partii politycznej: Lewica Razem";"";289;"0,35";"0,04";"Nie"
13;3;24;"Alicja Marzena WALOTEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"psycholog";"Boles≥aw";"121203";"gm. Boles≥aw";"cz≥onek partii politycznej: Nowa Lewica";"";377;"0,45";"0,05";"Nie"
13;3;25;"Patrycja Aleksandra SZANIAWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw stosunkÛw miÍdzynarodowych";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";317;"0,38";"0,04";"Nie"
13;3;26;"Emilia Anna DROBOT";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista ochrony úrodowiska";"Sanok";"181701";"m. Sanok";"cz≥onek partii politycznej: Lewica Razem";"";318;"0,38";"0,04";"Nie"
13;3;27;"Zuzanna PIEKARZ";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista sprzedaøy technologii i us≥ug informatycznych";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Lewica Razem";"";774;"0,93";"0,10";"Nie"
13;3;28;"Ma≥gorzata Dorota POTOCKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"ekonomista";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Lewica";"";1482;"1,77";"0,20";"Nie"
13;4;1;"Ma≥gorzata Ewa WASSERMANN";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"adwokat";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";125786;"54,12";"16,60";"Tak"
13;4;2;"Andrzej Mieczys≥aw ADAMCZYK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"parlamentarzysta";"Krzeszowice";"120606";"gm. Krzeszowice";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";45171;"19,43";"5,96";"Tak"
13;4;3;"Jacek Piotr OSUCH";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"parlamentarzysta";"Olkusz";"121205";"gm. Olkusz";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";10386;"4,47";"1,37";"Tak"
13;4;4;"Eløbieta DUDA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"parlamentarzysta";"Ska≥a";"120610";"gm. Ska≥a";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";11388;"4,90";"1,50";"Tak"
13;4;5;"Micha≥ Krzysztof DREWNICKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"przedstawiciel w≥adzy samorzπdowej - radny";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";6159;"2,65";"0,81";"Nie"
13;4;6;"Agnieszka åCIGAJ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"socjolog";"Kolbark";"121204";"gm. Klucze";"nie naleøy do partii politycznej";"";6262;"2,69";"0,83";"Tak"
13;4;7;"Krzysztof åWIERCZEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"menadøer";"MiechÛw";"120805";"gm. MiechÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";3104;"1,34";"0,41";"Nie"
13;4;8;"Dariusz Adam TYLEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"ekonomista";"Olszowice";"120614";"gm. åwiπtniki GÛrne";"nie naleøy do partii politycznej";"";1935;"0,83";"0,26";"Nie"
13;4;9;"Marek Grzegorz SOBIERAJ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"straøak";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";1156;"0,50";"0,15";"Nie"
13;4;10;"Miros≥aw Antoni DR”ØDØ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"lekarz";"Go≥cza";"120802";"gm. Go≥cza";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";5188;"2,23";"0,68";"Nie"
13;4;11;"£ukasz Jan S£ONIOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"manager";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";635;"0,27";"0,08";"Nie"
13;4;12;"Ma≥gorzata Kinga KOT";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"radna";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1330;"0,57";"0,18";"Nie"
13;4;13;"Piotr Marian åWITALSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"manager";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";504;"0,22";"0,07";"Nie"
13;4;14;"Aleksandra Joanna WITEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"prawnik";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";2325;"1,00";"0,31";"Nie"
13;4;15;"Iwona Maria KORNAå-PIERZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"adwokat";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";320;"0,14";"0,04";"Nie"
13;4;16;"Stefan Wojciech SULI—SKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"nauczyciel szko≥y ponadpodstawowej";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";328;"0,14";"0,04";"Nie"
13;4;17;"Ryszard MAJDZIK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"tokarz";"Skawina";"120611";"gm. Skawina";"nie naleøy do partii politycznej";"";3974;"1,71";"0,52";"Nie"
13;4;18;"Krystyna KARABU£A";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ekonomista";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";264;"0,11";"0,03";"Nie"
13;4;19;"Justyna Natalia KOSECKA-CYGAN";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"wyøszy urzÍdnik paÒstwowy";"Raciborowice";"120608";"gm. Micha≥owice";"nie naleøy do partii politycznej";"";166;"0,07";"0,02";"Nie"
13;4;20;"Kinga Maria WITKOWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"inøynier technologii chemicznej";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";408;"0,18";"0,05";"Nie"
13;4;21;"Micha≥ Pawe≥ ZIOMEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"ekonomista";"Øurowa";"121616";"gm. Szerzyny";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";739;"0,32";"0,10";"Nie"
13;4;22;"Dariusz Sylwester WICHER";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"politolog";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";298;"0,13";"0,04";"Nie"
13;4;23;"Lucyna MARSZA£EK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"nauczyciel akademicki - nauki spo≥eczne";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";376;"0,16";"0,05";"Nie"
13;4;24;"Wojciech Wincenty OGONOWSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"fizyk";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";142;"0,06";"0,02";"Nie"
13;4;25;"Monika Agnieszka R”ØYCKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ekonomista";"KryspinÛw";"120607";"gm. Liszki";"nie naleøy do partii politycznej";"";645;"0,28";"0,09";"Nie"
13;4;26;"Adam W≥odzimierz PIECHURA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"towaroznawca";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";176;"0,08";"0,02";"Nie"
13;4;27;"Tomasz Jaros≥aw åWISTAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"technik mechanik";"Pobiednik Ma≥y";"120602";"gm. Igo≥omia-WawrzeÒczyce";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";537;"0,23";"0,07";"Nie"
13;4;28;"Ewelina Anna OWCZARSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"polityk";"Wolbrom";"121207";"gm. Wolbrom";"cz≥onek partii politycznej: Partia RepublikaÒska";"";2728;"1,17";"0,36";"Nie"
13;5;1;"Konrad Szczepan BERKOWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"parlamentarzysta";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Nadzieja";"";36918;"63,18";"4,87";"Tak"
13;5;2;"Bartosz Sebastian BOCHE—CZAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"przedsiÍbiorca";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Nadzieja";"";4329;"7,41";"0,57";"Nie"
13;5;3;"Wojciech Adam SI—SKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"broker ubezpieczeniowy";"Jaworzno";"246801";"m. Jaworzno";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";2484;"4,25";"0,33";"Nie"
13;5;4;"Piotr Pawe≥ BARTOSZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"technik elektronik";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Ruch Narodowy";"";2486;"4,25";"0,33";"Nie"
13;5;5;"Pawe≥ Edward DZIURZY—SKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"przedsiÍbiorca";"WawrzeÒczyce";"120602";"gm. Igo≥omia-WawrzeÒczyce";"cz≥onek partii politycznej: Nowa Nadzieja";"";765;"1,31";"0,10";"Nie"
13;5;6;"Grzegorz JÛzef WAWRO";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"przedsiÍbiorca technik masaøysta";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Nadzieja";"";720;"1,23";"0,10";"Nie"
13;5;7;"Natalia Renata ORLI—SKA-KOZIO£EK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"nauczyciel";"Ostrowsko";"121109";"gm. Nowy Targ";"cz≥onek partii politycznej: Nowa Nadzieja";"";1365;"2,34";"0,18";"Nie"
13;5;8;"Wojciech Piotr JASK”£KA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"ekonomista";"Brzezna";"121014";"gm. Podegrodzie";"cz≥onek partii politycznej: Ruch Narodowy";"";533;"0,91";"0,07";"Nie"
13;5;9;"B≥aøej MADEJCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"hodowca zwierzπt egzotycznych";"Sosnowiec";"247501";"m. Sosnowiec";"cz≥onek partii politycznej: Nowa Nadzieja";"";444;"0,76";"0,06";"Nie"
13;5;10;"Konrad Krzysztof KRAJEWSKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"fotograf";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Nadzieja";"";603;"1,03";"0,08";"Nie"
13;5;11;"Monika Magdalena JAKULEWICZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"przedsiÍbiorca";"Ciecierzyn";"060911";"gm. Niemce";"nie naleøy do partii politycznej";"";679;"1,16";"0,09";"Nie"
13;5;12;"Daniel Wojciech MICHALAK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"kelner";"Lipnica Ma≥a";"121105";"gm. Jab≥onka";"cz≥onek partii politycznej: Ruch Narodowy";"";295;"0,50";"0,04";"Nie"
13;5;13;"Samuela TORKOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"modelka";"HenrykÛw-Urocze";"141804";"gm. Piaseczno";"nie naleøy do partii politycznej";"";1387;"2,37";"0,18";"Nie"
13;5;14;"Wioletta Liliana MA£CZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"przedsiÍbiorca";"Pietrzejowice";"120605";"gm. KocmyrzÛw-Luborzyca";"nie naleøy do partii politycznej";"";367;"0,63";"0,05";"Nie"
13;5;15;"Jakub Jan ADAMCZYK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"przedsiÍbiorca";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Nadzieja";"";656;"1,12";"0,09";"Nie"
13;5;16;"Olaf Adam SWOLKIE—";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"dziennikarz";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";273;"0,47";"0,04";"Nie"
13;5;17;"Leszek Ryszard SEBESTA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"inøynier inøynierii úrodowiska";"Myúlenice";"120903";"gm. Myúlenice";"nie naleøy do partii politycznej";"";137;"0,23";"0,02";"Nie"
13;5;18;"Magdalena OWCA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"sprzedawca";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Ruch Narodowy";"";862;"1,48";"0,11";"Nie"
13;5;19;"Anna JÛzefa SMORO—";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"nauczyciel";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";173;"0,30";"0,02";"Nie"
13;5;20;"Micha≥ Grzegorz KLIMEK";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"inøynier architekt";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Konfederacja Korony Polskiej";"";445;"0,76";"0,06";"Nie"
13;5;21;"Aleksandra Urszula DRWAL";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"specjalista d/s rekrutacji opiekun klienta";"GÛrki Wielkie";"240304";"gm. Brenna";"cz≥onek partii politycznej: Nowa Nadzieja";"";260;"0,44";"0,03";"Nie"
13;5;22;"Jagoda DZIADOSZ";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"technik laboratoryjny";"KrakÛw";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";403;"0,69";"0,05";"Nie"
13;5;23;"Joanna £UKASZEWSKA-BAUMAN";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"grafik komputerowy";"KrakÛw";"126101";"m. KrakÛw";"cz≥onek partii politycznej: Nowa Nadzieja";"";161;"0,28";"0,02";"Nie"
13;5;24;"Jakub Kazimierz ZAB£OCKI";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"MÍøczyzna";"montaøysta obrazu";"Poznachowice GÛrne";"120905";"gm. Raciechowice";"cz≥onek partii politycznej: Nowa Nadzieja";"";146;"0,25";"0,02";"Nie"
13;5;25;"Jasna Gabriela IWAN";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"artysta rzeübiarz";"Krakow";"126101";"m. KrakÛw";"nie naleøy do partii politycznej";"";81;"0,14";"0,01";"Nie"
13;5;26;"Beata Izabela D BOWSKA";"KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆";"Kobieta";"pracownik socjalny";"BÍdzin";"240101";"m. BÍdzin";"nie naleøy do partii politycznej";"";256;"0,44";"0,03";"Nie"
